"seqnames","start","end","width","strand","score","p_value","q_value","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","distanceToTSS","GeneID","transcript_id","protein_id"
"NW_007930900.1",22592,22602,11,"-",12.6939,2.57e-05,0.64,"Promoter (<=1kb)",65,22959,26273,3315,1,"BBA_09740",-367,NA,NA,NA
"NW_007930918.1",29130,29140,11,"-",12.6939,2.57e-05,0.64,"Promoter (<=1kb)",83,29600,30349,750,1,"BBA_10044",-470,NA,NA,NA
"NW_007930867.1",30092,30102,11,"+",12.6939,2.57e-05,0.64,"Promoter (1-2kb)",32,24759,32012,7254,2,"BBA_08179",1910,NA,NA,NA
"NW_007930878.1",30752,30762,11,"-",12.6939,2.57e-05,0.64,"Promoter (<=1kb)",43,30649,32724,2076,1,"BBA_08964",113,NA,NA,NA
"NW_007930849.1",45561,45571,11,"-",12.6939,2.57e-05,0.64,"Promoter (<=1kb)",14,45793,46210,418,1,"BBA_05351",-232,NA,NA,NA
"NW_007930870.1",60895,60905,11,"+",12.6939,2.57e-05,0.64,"Promoter (<=1kb)",35,59773,60730,958,2,"BBA_08462",-165,NA,NA,NA
"NW_007930850.1",65176,65186,11,"+",12.6939,2.57e-05,0.64,"Promoter (<=1kb)",15,66064,68645,2582,1,"BBA_05603",-878,NA,NA,NA
"NW_007930901.1",65777,65787,11,"-",12.6939,2.57e-05,0.64,"Promoter (<=1kb)",66,65358,66494,1137,1,"BBA_09771",429,NA,NA,NA
"NW_007930862.1",67161,67171,11,"-",12.6939,2.57e-05,0.64,"Promoter (<=1kb)",27,65781,67040,1260,2,"BBA_07698",-131,NA,NA,NA
"NW_007930865.1",86365,86375,11,"-",12.6939,2.57e-05,0.64,"Promoter (<=1kb)",30,85979,87054,1076,1,"BBA_08012",396,NA,NA,NA
"NW_007930854.1",90204,90214,11,"+",12.6939,2.57e-05,0.64,"Promoter (1-2kb)",19,88996,89788,793,1,"BBA_06444",1208,NA,NA,NA
"NW_007930859.1",90701,90711,11,"+",12.6939,2.57e-05,0.64,"Promoter (<=1kb)",24,90535,92167,1633,1,"BBA_07307",166,NA,NA,NA
"NW_007930860.1",94233,94243,11,"-",12.6939,2.57e-05,0.64,"Promoter (<=1kb)",25,92331,93275,945,2,"BBA_07457",-968,NA,NA,NA
"NW_007930876.1",96700,96710,11,"+",12.6939,2.57e-05,0.64,"Promoter (3-4kb)",41,92572,93462,891,2,"BBA_08864",-3238,NA,NA,NA
"NW_007930876.1",102998,103008,11,"-",12.6939,2.57e-05,0.64,"Promoter (1-2kb)",41,104289,104973,685,1,"BBA_08867",-1291,NA,NA,NA
"NW_007930869.1",106793,106803,11,"+",12.6939,2.57e-05,0.64,"Promoter (1-2kb)",34,104318,105414,1097,2,"BBA_08372",-1379,NA,NA,NA
"NW_007930876.1",115441,115451,11,"-",12.6939,2.57e-05,0.64,"Promoter (<=1kb)",41,115994,117144,1151,1,"BBA_08873",-553,NA,NA,NA
"NW_007930869.1",124293,124303,11,"+",12.6939,2.57e-05,0.64,"Promoter (<=1kb)",34,123193,125011,1819,2,"BBA_08380",708,NA,NA,NA
"NW_007930847.1",126310,126320,11,"-",12.6939,2.57e-05,0.64,"Promoter (<=1kb)",12,125176,126489,1314,2,"BBA_04942",179,NA,NA,NA
"NW_007930858.1",143607,143617,11,"+",12.6939,2.57e-05,0.64,"Promoter (1-2kb)",23,145279,147255,1977,1,"BBA_07149",-1662,NA,NA,NA
"NW_007930856.1",156288,156298,11,"-",12.6939,2.57e-05,0.64,"Promoter (<=1kb)",21,156176,157254,1079,1,"BBA_06853",122,NA,NA,NA
"NW_007930876.1",163603,163613,11,"+",12.6939,2.57e-05,0.64,"Promoter (2-3kb)",41,165639,166612,974,1,"BBA_08887",-2026,NA,NA,NA
"NW_007930844.1",173742,173752,11,"+",12.6939,2.57e-05,0.64,"Promoter (<=1kb)",9,173485,174374,890,2,"BBA_04050",622,NA,NA,NA
"NW_007930872.1",191565,191575,11,"+",12.6939,2.57e-05,0.64,"Promoter (<=1kb)",37,191764,193364,1601,1,"BBA_08660",-189,NA,NA,NA
"NW_007930872.1",191579,191589,11,"+",12.6939,2.57e-05,0.64,"Promoter (<=1kb)",37,191764,193364,1601,1,"BBA_08660",-175,NA,NA,NA
"NW_007930872.1",191586,191596,11,"+",12.6939,2.57e-05,0.64,"Promoter (<=1kb)",37,191764,193364,1601,1,"BBA_08660",-168,NA,NA,NA
"NW_007930872.1",191607,191617,11,"+",12.6939,2.57e-05,0.64,"Promoter (<=1kb)",37,191764,193364,1601,1,"BBA_08660",-147,NA,NA,NA
"NW_007930836.1",220786,220796,11,"+",12.6939,2.57e-05,0.64,"Promoter (<=1kb)",1,219885,220517,633,1,"BBA_00075",901,NA,NA,NA
"NW_007930856.1",223444,223454,11,"+",12.6939,2.57e-05,0.64,"Promoter (3-4kb)",21,220448,226602,6155,2,"BBA_06873",3148,NA,NA,NA
"NW_007930867.1",240484,240494,11,"-",12.6939,2.57e-05,0.64,"Promoter (<=1kb)",32,240656,244912,4257,1,"BBA_08246",-172,NA,NA,NA
"NW_007930852.1",250660,250670,11,"+",12.6939,2.57e-05,0.64,"Promoter (<=1kb)",17,250705,251658,954,2,"BBA_06093",988,NA,NA,NA
"NW_007930838.1",282443,282453,11,"-",12.6939,2.57e-05,0.64,"Promoter (<=1kb)",3,282592,284070,1479,1,"BBA_01326",-149,NA,NA,NA
"NW_007930842.1",282775,282785,11,"+",12.6939,2.57e-05,0.64,"Promoter (2-3kb)",7,280689,281768,1080,1,"BBA_03308",2086,NA,NA,NA
"NW_007930861.1",283611,283621,11,"-",12.6939,2.57e-05,0.64,"Promoter (1-2kb)",26,282562,284442,1881,1,"BBA_07644",1059,NA,NA,NA
"NW_007930837.1",285417,285427,11,"-",12.6939,2.57e-05,0.64,"Promoter (<=1kb)",2,284932,286329,1398,1,"BBA_00767",495,NA,NA,NA
"NW_007930838.1",303511,303521,11,"+",12.6939,2.57e-05,0.64,"Promoter (2-3kb)",3,305629,306323,695,1,"BBA_01334",-2108,NA,NA,NA
"NW_007930864.1",317035,317045,11,"+",12.6939,2.57e-05,0.64,"Promoter (1-2kb)",29,314809,318279,3471,2,"BBA_07972",1234,NA,NA,NA
"NW_007930849.1",321606,321616,11,"+",12.6939,2.57e-05,0.64,"Distal Intergenic",14,316111,317370,1260,1,"BBA_05451",5495,NA,NA,NA
"NW_007930849.1",321613,321623,11,"+",12.6939,2.57e-05,0.64,"Distal Intergenic",14,316111,317370,1260,1,"BBA_05451",5502,NA,NA,NA
"NW_007930844.1",350823,350833,11,"-",12.6939,2.57e-05,0.64,"Promoter (1-2kb)",9,348914,355151,6238,1,"BBA_04112",1919,NA,NA,NA
"NW_007930837.1",355583,355593,11,"+",12.6939,2.57e-05,0.64,"Promoter (<=1kb)",2,356179,357254,1076,1,"BBA_00790",-586,NA,NA,NA
"NW_007930850.1",388654,388664,11,"-",12.6939,2.57e-05,0.64,"Promoter (1-2kb)",15,390238,391590,1353,1,"BBA_05704",-1584,NA,NA,NA
"NW_007930843.1",388945,388955,11,"+",12.6939,2.57e-05,0.64,"Promoter (2-3kb)",8,390678,391028,351,2,"BBA_03759",2073,NA,NA,NA
"NW_007930846.1",389537,389547,11,"+",12.6939,2.57e-05,0.64,"Promoter (<=1kb)",11,388953,389744,792,2,"BBA_04763",197,NA,NA,NA
"NW_007930846.1",413626,413636,11,"+",12.6939,2.57e-05,0.64,"Promoter (2-3kb)",11,416633,420892,4260,1,"BBA_04770",-2997,NA,NA,NA
"NW_007930846.1",441303,441313,11,"-",12.6939,2.57e-05,0.64,"Promoter (<=1kb)",11,441241,444534,3294,1,"BBA_04778",72,NA,NA,NA
"NW_007930844.1",447321,447331,11,"-",12.6939,2.57e-05,0.64,"Promoter (<=1kb)",9,443559,446368,2810,2,"BBA_04136",-963,NA,NA,NA
"NW_007930841.1",475323,475333,11,"-",12.6939,2.57e-05,0.64,"Promoter (<=1kb)",6,475959,478128,2170,1,"BBA_02894",-636,NA,NA,NA
"NW_007930858.1",475944,475954,11,"-",12.6939,2.57e-05,0.64,"Promoter (1-2kb)",23,474278,477529,3252,2,"BBA_07260",1585,NA,NA,NA
"NW_007930843.1",496758,496768,11,"-",12.6939,2.57e-05,0.64,"Promoter (2-3kb)",8,499383,503083,3701,1,"BBA_03792",-2625,NA,NA,NA
"NW_007930841.1",497045,497055,11,"+",12.6939,2.57e-05,0.64,"Promoter (<=1kb)",6,494367,496799,2433,2,"BBA_02902",-246,NA,NA,NA
"NW_007930853.1",498870,498880,11,"-",12.6939,2.57e-05,0.64,"Promoter (<=1kb)",18,498378,499779,1402,1,"BBA_06371",502,NA,NA,NA
"NW_007930844.1",521686,521696,11,"+",12.6939,2.57e-05,0.64,"Promoter (<=1kb)",9,521024,522175,1152,2,"BBA_04161",479,NA,NA,NA
"NW_007930852.1",537001,537011,11,"-",12.6939,2.57e-05,0.64,"Promoter (2-3kb)",17,537769,539916,2148,2,"BBA_06172",2915,NA,NA,NA
"NW_007930837.1",549387,549397,11,"-",12.6939,2.57e-05,0.64,"Promoter (2-3kb)",2,543905,546604,2700,2,"BBA_00844",-2793,NA,NA,NA
"NW_007930850.1",550311,550321,11,"+",12.6939,2.57e-05,0.64,"Promoter (1-2kb)",15,549277,551636,2360,2,"BBA_05763",1315,NA,NA,NA
"NW_007930845.1",552904,552914,11,"+",12.6939,2.57e-05,0.64,"Distal Intergenic",10,544968,545866,899,1,"BBA_04510",7936,NA,NA,NA
"NW_007930840.1",572403,572413,11,"+",12.6939,2.57e-05,0.64,"Promoter (<=1kb)",5,572847,573915,1069,1,"BBA_02475",-434,NA,NA,NA
"NW_007930839.1",588713,588723,11,"+",12.6939,2.57e-05,0.64,"Promoter (3-4kb)",4,585517,593451,7935,1,"BBA_01976",3196,NA,NA,NA
"NW_007930841.1",603850,603860,11,"+",12.6939,2.57e-05,0.64,"Promoter (3-4kb)",6,601007,607730,6724,2,"BBA_02941",3870,NA,NA,NA
"NW_007930836.1",617969,617979,11,"+",12.6939,2.57e-05,0.64,"Promoter (2-3kb)",1,615510,616403,894,1,"BBA_00205",2459,NA,NA,NA
"NW_007930850.1",625550,625560,11,"+",12.6939,2.57e-05,0.64,"Promoter (1-2kb)",15,623959,624406,448,2,"BBA_05784",-1144,NA,NA,NA
"NW_007930846.1",636089,636099,11,"-",12.6939,2.57e-05,0.64,"Promoter (<=1kb)",11,636789,639780,2992,1,"BBA_04836",-700,NA,NA,NA
"NW_007930837.1",677531,677541,11,"-",12.6939,2.57e-05,0.64,"Promoter (1-2kb)",2,672700,675945,3246,2,"BBA_00874",-1596,NA,NA,NA
"NW_007930849.1",692764,692774,11,"+",12.6939,2.57e-05,0.64,"Promoter (1-2kb)",14,691715,692038,324,1,"BBA_05573",1049,NA,NA,NA
"NW_007930844.1",700147,700157,11,"-",12.6939,2.57e-05,0.64,"Promoter (<=1kb)",9,699763,701664,1902,1,"BBA_04216",394,NA,NA,NA
"NW_007930839.1",700643,700653,11,"-",12.6939,2.57e-05,0.64,"Promoter (<=1kb)",4,699795,704359,4565,1,"BBA_02013",858,NA,NA,NA
"NW_007930836.1",711525,711535,11,"-",12.6939,2.57e-05,0.64,"Promoter (1-2kb)",1,707782,710057,2276,2,"BBA_00240",-1478,NA,NA,NA
"NW_007930846.1",724124,724134,11,"+",12.6939,2.57e-05,0.64,"Promoter (<=1kb)",11,721757,724917,3161,2,"BBA_04857",783,NA,NA,NA
"NW_007930837.1",760667,760677,11,"+",12.6939,2.57e-05,0.64,"Promoter (<=1kb)",2,760597,764290,3694,1,"BBA_00895",70,NA,NA,NA
"NW_007930837.1",765198,765208,11,"+",12.6939,2.57e-05,0.64,"Promoter (4-5kb)",2,769321,770922,1602,1,"BBA_00896",-4113,NA,NA,NA
"NW_007930845.1",828788,828798,11,"+",12.6939,2.57e-05,0.64,"Promoter (<=1kb)",10,825826,828088,2263,2,"BBA_04603",-700,NA,NA,NA
"NW_007930843.1",867197,867207,11,"+",12.6939,2.57e-05,0.64,"Promoter (<=1kb)",8,864670,867386,2717,2,"BBA_03897",179,NA,NA,NA
"NW_007930840.1",870074,870084,11,"-",12.6939,2.57e-05,0.64,"Promoter (<=1kb)",5,869646,871926,2281,1,"BBA_02557",438,NA,NA,NA
"NW_007930842.1",872260,872270,11,"+",12.6939,2.57e-05,0.64,"Promoter (<=1kb)",7,872551,874354,1804,1,"BBA_03504",-281,NA,NA,NA
"NW_007930844.1",913903,913913,11,"+",12.6939,2.57e-05,0.64,"Promoter (<=1kb)",9,913639,914298,660,1,"BBA_04284",264,NA,NA,NA
"NW_007930839.1",942320,942330,11,"-",12.6939,2.57e-05,0.64,"Promoter (<=1kb)",4,941718,942344,627,1,"BBA_02091",612,NA,NA,NA
"NW_007930842.1",948382,948392,11,"+",12.6939,2.57e-05,0.64,"Promoter (<=1kb)",7,947283,949332,2050,2,"BBA_03533",940,NA,NA,NA
"NW_007930840.1",1008018,1008028,11,"+",12.6939,2.57e-05,0.64,"Promoter (<=1kb)",5,1005333,1007106,1774,2,"BBA_02601",-912,NA,NA,NA
"NW_007930838.1",1101449,1101459,11,"+",12.6939,2.57e-05,0.64,"Promoter (3-4kb)",3,1103307,1104482,1176,2,"BBA_01566",3023,NA,NA,NA
"NW_007930842.1",1224458,1224468,11,"-",12.6939,2.57e-05,0.64,"Promoter (3-4kb)",7,1228020,1229938,1919,1,"BBA_03617",-3562,NA,NA,NA
"NW_007930840.1",1270771,1270781,11,"-",12.6939,2.57e-05,0.64,"Promoter (<=1kb)",5,1270394,1271290,897,1,"BBA_02674",387,NA,NA,NA
"NW_007930838.1",1660973,1660983,11,"-",12.6939,2.57e-05,0.64,"Promoter (<=1kb)",3,1660270,1661192,923,1,"BBA_01749",713,NA,NA,NA
"NW_007930837.1",1717163,1717173,11,"+",12.6939,2.57e-05,0.64,"Promoter (1-2kb)",2,1715876,1719700,3825,1,"BBA_01173",1287,NA,NA,NA
"NW_007930836.1",1904001,1904011,11,"-",12.6939,2.57e-05,0.64,"Promoter (<=1kb)",1,1901849,1903744,1896,2,"BBA_00616",-267,NA,NA,NA
"NW_007930932.1",8452,8462,11,"+",12.6837,2.59e-05,0.64,"Promoter (<=1kb)",97,8191,9565,1375,1,"BBA_10185",261,NA,NA,NA
"NW_007930836.1",40105,40115,11,"-",12.6837,2.59e-05,0.64,"Promoter (<=1kb)",1,38580,39928,1349,2,"BBA_00013",-187,NA,NA,NA
"NW_007930838.1",54627,54637,11,"-",12.6837,2.59e-05,0.64,"Promoter (<=1kb)",3,53224,54065,842,2,"BBA_01257",-572,NA,NA,NA
"NW_007930870.1",98914,98924,11,"-",12.6837,2.59e-05,0.64,"Promoter (<=1kb)",35,98592,99667,1076,2,"BBA_08478",753,NA,NA,NA
"NW_007930844.1",133528,133538,11,"+",12.6837,2.59e-05,0.64,"Promoter (1-2kb)",9,128519,131618,3100,2,"BBA_04034",-1910,NA,NA,NA
"NW_007930866.1",176148,176158,11,"+",12.6837,2.59e-05,0.64,"Promoter (<=1kb)",31,174642,176433,1792,2,"BBA_08141",275,NA,NA,NA
"NW_007930852.1",407590,407600,11,"-",12.6837,2.59e-05,0.64,"Promoter (<=1kb)",17,406837,407961,1125,2,"BBA_06136",371,NA,NA,NA
"NW_007930839.1",481911,481921,11,"+",12.6837,2.59e-05,0.64,"Promoter (<=1kb)",4,481725,483652,1928,1,"BBA_01942",186,NA,NA,NA
"NW_007930836.1",686733,686743,11,"+",12.6837,2.59e-05,0.64,"Promoter (1-2kb)",1,685527,686783,1257,1,"BBA_00231",1206,NA,NA,NA
"NW_007930845.1",845960,845970,11,"+",12.6837,2.59e-05,0.64,"Promoter (3-4kb)",10,848849,849300,452,2,"BBA_04606",3330,NA,NA,NA
"NW_007930839.1",1018555,1018565,11,"-",12.6837,2.59e-05,0.64,"Promoter (4-5kb)",4,1015933,1022710,6778,2,"BBA_02117",4155,NA,NA,NA
"NW_007930838.1",1107496,1107506,11,"+",12.6837,2.59e-05,0.64,"Promoter (1-2kb)",3,1105179,1108574,3396,2,"BBA_01567",1068,NA,NA,NA
"NW_007930842.1",1172663,1172673,11,"-",12.6837,2.59e-05,0.64,"Promoter (2-3kb)",7,1170369,1175816,5448,1,"BBA_03598",2304,NA,NA,NA
"NW_007930869.1",9179,9189,11,"+",12.6735,2.6e-05,0.64,"Promoter (<=1kb)",34,7367,9898,2532,2,"BBA_08335",709,NA,NA,NA
"NW_007930927.1",9996,10006,11,"+",12.6735,2.6e-05,0.64,"Promoter (3-4kb)",92,6817,8819,2003,1,"BBA_10137",3179,NA,NA,NA
"NW_007930937.1",14248,14258,11,"-",12.6735,2.6e-05,0.64,"Promoter (<=1kb)",102,13919,14842,924,1,"BBA_10223",339,NA,NA,NA
"NW_007930934.1",24088,24098,11,"+",12.6735,2.6e-05,0.64,"Promoter (<=1kb)",99,22901,24337,1437,2,"BBA_10211",239,"19893223","XM_008605308.1","XP_008603530.1"
"NW_007930915.1",24810,24820,11,"+",12.6735,2.6e-05,0.64,"Promoter (<=1kb)",80,23864,24799,936,1,"BBA_10007",946,NA,NA,NA
"NW_007930899.1",56377,56387,11,"-",12.6735,2.6e-05,0.64,"Promoter (<=1kb)",64,56876,58745,1870,1,"BBA_09729",-499,NA,NA,NA
"NW_007930880.1",58342,58352,11,"-",12.6735,2.6e-05,0.64,"Promoter (<=1kb)",45,58544,60077,1534,1,"BBA_09095",-202,NA,NA,NA
"NW_007930887.1",81185,81195,11,"+",12.6735,2.6e-05,0.64,"Promoter (<=1kb)",52,81979,83815,1837,1,"BBA_09390",-784,NA,NA,NA
"NW_007930861.1",97683,97693,11,"+",12.6735,2.6e-05,0.64,"Promoter (1-2kb)",26,94362,96394,2033,2,"BBA_07585",-1289,NA,NA,NA
"NW_007930875.1",97864,97874,11,"+",12.6735,2.6e-05,0.64,"Promoter (<=1kb)",40,95160,97655,2496,2,"BBA_08796",-209,NA,NA,NA
"NW_007930847.1",144543,144553,11,"+",12.6735,2.6e-05,0.64,"Promoter (<=1kb)",12,143603,145351,1749,1,"BBA_04947",940,NA,NA,NA
"NW_007930852.1",172942,172952,11,"-",12.6735,2.6e-05,0.64,"Promoter (1-2kb)",17,167305,170990,3686,2,"BBA_06069",-1962,NA,NA,NA
"NW_007930840.1",195830,195840,11,"-",12.6735,2.6e-05,0.64,"Promoter (1-2kb)",5,193921,194781,861,2,"BBA_02361",-1059,NA,NA,NA
"NW_007930836.1",219532,219542,11,"-",12.6735,2.6e-05,0.64,"Promoter (<=1kb)",1,219885,220517,633,1,"BBA_00075",-353,NA,NA,NA
"NW_007930862.1",225890,225900,11,"+",12.6735,2.6e-05,0.64,"Promoter (1-2kb)",27,222093,224391,2299,2,"BBA_07739",-1499,NA,NA,NA
"NW_007930857.1",226113,226123,11,"-",12.6735,2.6e-05,0.64,"Promoter (<=1kb)",22,225190,227013,1824,1,"BBA_07017",933,NA,NA,NA
"NW_007930846.1",242786,242796,11,"-",12.6735,2.6e-05,0.64,"Promoter (<=1kb)",11,241888,243311,1424,2,"BBA_04721",525,NA,NA,NA
"NW_007930856.1",245391,245401,11,"-",12.6735,2.6e-05,0.64,"Promoter (1-2kb)",21,246401,247444,1044,1,"BBA_06878",-1010,NA,NA,NA
"NW_007930855.1",283473,283483,11,"-",12.6735,2.6e-05,0.64,"Promoter (<=1kb)",20,278334,283312,4979,2,"BBA_06725",-171,NA,NA,NA
"NW_007930855.1",372254,372264,11,"+",12.6735,2.6e-05,0.64,"Promoter (2-3kb)",20,369700,374007,4308,1,"BBA_06751",2554,NA,NA,NA
"NW_007930852.1",379447,379457,11,"-",12.6735,2.6e-05,0.64,"Promoter (1-2kb)",17,378120,380039,1920,1,"BBA_06126",1337,NA,NA,NA
"NW_007930844.1",388487,388497,11,"+",12.6735,2.6e-05,0.64,"Promoter (<=1kb)",9,388830,389376,547,2,"BBA_04121",879,NA,NA,NA
"NW_007930850.1",408066,408076,11,"-",12.6735,2.6e-05,0.64,"Promoter (<=1kb)",15,406938,407690,753,2,"BBA_05709",-386,NA,NA,NA
"NW_007930845.1",431504,431514,11,"-",12.6735,2.6e-05,0.64,"Promoter (<=1kb)",10,431126,436792,5667,1,"BBA_04479",388,NA,NA,NA
"NW_007930837.1",466341,466351,11,"+",12.6735,2.6e-05,0.64,"Promoter (1-2kb)",2,463756,467967,4212,2,"BBA_00821",1616,NA,NA,NA
"NW_007930846.1",487173,487183,11,"+",12.6735,2.6e-05,0.64,"Promoter (<=1kb)",11,482408,486630,4223,2,"BBA_04790",-543,NA,NA,NA
"NW_007930850.1",508824,508834,11,"+",12.6735,2.6e-05,0.64,"Promoter (<=1kb)",15,508633,510400,1768,1,"BBA_05746",191,NA,NA,NA
"NW_007930840.1",531421,531431,11,"+",12.6735,2.6e-05,0.64,"Promoter (<=1kb)",5,530469,531129,661,1,"BBA_02459",952,NA,NA,NA
"NW_007930849.1",550848,550858,11,"+",12.6735,2.6e-05,0.64,"Promoter (1-2kb)",14,550033,551905,1873,2,"BBA_05526",1047,NA,NA,NA
"NW_007930839.1",594090,594100,11,"+",12.6735,2.6e-05,0.64,"Promoter (<=1kb)",4,593725,594291,567,2,"BBA_01977",191,NA,NA,NA
"NW_007930843.1",612955,612965,11,"-",12.6735,2.6e-05,0.64,"Promoter (<=1kb)",8,608955,612566,3612,2,"BBA_03825",-399,NA,NA,NA
"NW_007930846.1",616816,616826,11,"-",12.6735,2.6e-05,0.64,"Promoter (1-2kb)",11,615244,617285,2042,1,"BBA_04828",1582,NA,NA,NA
"NW_007930845.1",645559,645569,11,"+",12.6735,2.6e-05,0.64,"Promoter (1-2kb)",10,645259,646689,1431,2,"BBA_04542",1120,NA,NA,NA
"NW_007930844.1",665524,665534,11,"-",12.6735,2.6e-05,0.64,"Promoter (2-3kb)",9,665431,667961,2531,2,"BBA_04206",2437,NA,NA,NA
"NW_007930844.1",720167,720177,11,"+",12.6735,2.6e-05,0.64,"Promoter (<=1kb)",9,719395,721112,1718,2,"BBA_04225",935,NA,NA,NA
"NW_007930838.1",854316,854326,11,"+",12.6735,2.6e-05,0.64,"Promoter (<=1kb)",3,851984,854375,2392,2,"BBA_01499",49,NA,NA,NA
"NW_007930841.1",938208,938218,11,"+",12.6735,2.6e-05,0.64,"Promoter (1-2kb)",6,936788,938912,2125,1,"BBA_03053",1420,NA,NA,NA
"NW_007930836.1",1040246,1040256,11,"+",12.6735,2.6e-05,0.64,"Promoter (1-2kb)",1,1039177,1040509,1333,1,"BBA_00343",1069,NA,NA,NA
"NW_007930836.1",1109728,1109738,11,"+",12.6735,2.6e-05,0.64,"Promoter (1-2kb)",1,1108814,1110832,2019,2,"BBA_00364",1094,NA,NA,NA
"NW_007930841.1",1152719,1152729,11,"+",12.6735,2.6e-05,0.64,"Promoter (<=1kb)",6,1149799,1152361,2563,2,"BBA_03122",-358,NA,NA,NA
"NW_007930841.1",1411886,1411896,11,"-",12.6735,2.6e-05,0.64,"Promoter (<=1kb)",6,1412449,1414201,1753,1,"BBA_03202",-563,NA,NA,NA
"NW_007930836.1",1459993,1460003,11,"+",12.6735,2.6e-05,0.64,"Promoter (<=1kb)",1,1460053,1460914,862,1,"BBA_00480",-50,NA,NA,NA
"NW_007930836.1",1476659,1476669,11,"+",12.6735,2.6e-05,0.64,"Promoter (<=1kb)",1,1476030,1476743,714,2,"BBA_00487",74,NA,NA,NA
"NW_007930940.1",7482,7492,11,"-",12.6633,2.65e-05,0.64,"Promoter (<=1kb)",105,6813,7324,512,1,"BBA_10237",679,NA,NA,NA
"NW_007930867.1",7874,7884,11,"+",12.6633,2.65e-05,0.64,"Promoter (<=1kb)",32,8391,11303,2913,1,"BBA_08174",-507,NA,NA,NA
"NW_007930839.1",24292,24302,11,"+",12.6633,2.65e-05,0.64,"Promoter (<=1kb)",4,23162,25216,2055,2,"BBA_01786",914,NA,NA,NA
"NW_007930883.1",29300,29310,11,"-",12.6633,2.65e-05,0.64,"Promoter (<=1kb)",48,28572,31122,2551,1,"BBA_09227",738,NA,NA,NA
"NW_007930883.1",39988,39998,11,"-",12.6633,2.65e-05,0.64,"Promoter (<=1kb)",48,40466,43123,2658,1,"BBA_09231",-478,NA,NA,NA
"NW_007930885.1",59081,59091,11,"-",12.6633,2.65e-05,0.64,"Promoter (<=1kb)",50,59046,61030,1985,1,"BBA_09306",45,NA,NA,NA
"NW_007930894.1",61218,61228,11,"+",12.6633,2.65e-05,0.64,"Promoter (<=1kb)",59,60629,61603,975,2,"BBA_09598",375,NA,NA,NA
"NW_007930855.1",69920,69930,11,"+",12.6633,2.65e-05,0.64,"Promoter (<=1kb)",20,66738,69205,2468,2,"BBA_06659",-715,NA,NA,NA
"NW_007930847.1",83986,83996,11,"-",12.6633,2.65e-05,0.64,"Promoter (1-2kb)",12,82929,85976,3048,2,"BBA_04929",1990,NA,NA,NA
"NW_007930862.1",113328,113338,11,"+",12.6633,2.65e-05,0.64,"Promoter (2-3kb)",27,115421,119148,3728,1,"BBA_07711",-2083,NA,NA,NA
"NW_007930875.1",147799,147809,11,"-",12.6633,2.65e-05,0.64,"Promoter (<=1kb)",40,147055,148616,1562,1,"BBA_08814",754,NA,NA,NA
"NW_007930841.1",154513,154523,11,"+",12.6633,2.65e-05,0.64,"Promoter (1-2kb)",6,152679,153357,679,2,"BBA_02800",-1156,NA,NA,NA
"NW_007930852.1",157093,157103,11,"-",12.6633,2.65e-05,0.64,"Promoter (3-4kb)",17,158808,160504,1697,2,"BBA_06066",3411,NA,NA,NA
"NW_007930844.1",176554,176564,11,"+",12.6633,2.65e-05,0.64,"Promoter (1-2kb)",9,175219,176157,939,1,"BBA_04051",1335,NA,NA,NA
"NW_007930853.1",177915,177925,11,"-",12.6633,2.65e-05,0.64,"Promoter (<=1kb)",18,177975,179748,1774,1,"BBA_06260",-60,NA,NA,NA
"NW_007930849.1",192282,192292,11,"+",12.6633,2.65e-05,0.64,"Promoter (1-2kb)",14,190494,191963,1470,1,"BBA_05405",1788,NA,NA,NA
"NW_007930838.1",298247,298257,11,"+",12.6633,2.65e-05,0.64,"Promoter (<=1kb)",3,298003,299880,1878,1,"BBA_01332",244,NA,NA,NA
"NW_007930864.1",317634,317644,11,"+",12.6633,2.65e-05,0.64,"Promoter (<=1kb)",29,314809,318279,3471,2,"BBA_07972",635,NA,NA,NA
"NW_007930854.1",363385,363395,11,"+",12.6633,2.65e-05,0.64,"Promoter (1-2kb)",19,363227,364888,1662,2,"BBA_06537",1493,NA,NA,NA
"NW_007930852.1",398183,398193,11,"+",12.6633,2.65e-05,0.64,"Promoter (<=1kb)",17,396440,397693,1254,2,"BBA_06132",-490,NA,NA,NA
"NW_007930840.1",421983,421993,11,"-",12.6633,2.65e-05,0.64,"Promoter (2-3kb)",5,424025,425992,1968,1,"BBA_02426",-2042,NA,NA,NA
"NW_007930855.1",449722,449732,11,"-",12.6633,2.65e-05,0.64,"Promoter (<=1kb)",20,446857,448935,2079,2,"BBA_06771",-797,NA,NA,NA
"NW_007930839.1",457492,457502,11,"+",12.6633,2.65e-05,0.64,"Promoter (<=1kb)",4,456025,457380,1356,2,"BBA_01932",-112,NA,NA,NA
"NW_007930854.1",458590,458600,11,"-",12.6633,2.65e-05,0.64,"Promoter (<=1kb)",19,459254,460300,1047,1,"BBA_06570",-664,NA,NA,NA
"NW_007930857.1",508724,508734,11,"+",12.6633,2.65e-05,0.64,"Promoter (<=1kb)",22,507425,508751,1327,2,"BBA_07097",17,NA,NA,NA
"NW_007930845.1",677744,677754,11,"+",12.6633,2.65e-05,0.64,"Promoter (<=1kb)",10,676810,678295,1486,1,"BBA_04554",934,NA,NA,NA
